Global Total for TTD-TCN Project Between '2014-04-01' and '2015-03-30': 247325Total Specimen Counts for each TTD-TCN Institution:
AMNH_IZC	82064
AMNH_ENT	13
AMNH_PBI	0
UCR_ENT	18161
UCRC_ENT	593
UDCC_NRI	0
UNSW_ENT	0
NCSUNCSU	11471
UDCC_TCN	11262
UKYL_TCN	4425
CUIC_TCN	15
CSUC_TCN	0
CMNH_TCN	3220
MEMU_ENT	21424
BPBM_TCN	6065
CSCA_TCN	14680
UMAM_ENT	0
OSACOSAC	25468
EMECEMEC	18182
KUNHMENT	0
CASC_ENT	4120
NCSU_ENT	23321
DPI_FSCA	2028
OMNH_RIV	0
PNG_ENT	0
ANSP_ENT	51
Specimen Counts by Insect Family for each TTD-TCN Institution:
AMNH_IZC
Cicadidae	14328
Miridae	236
Diaspididae	0
Cimicidae	0
Lygaeidae	7738
Pentatomidae	9028
Membracidae	0
Acanthosomatidae	0
Aphididae	0
Cydnidae	0
Cicadellidae	12245
Rhyparochromidae	8001
Geocoridae	543
Schizopteridae	0
Heterogastridae	0
Blissidae	1524
Notonectidae	2876
Pachygronthidae	1082
Chrysomelidae	0
Tingidae	242
Oxycarenidae	296
Reduviidae	0
Delphacidae	0
Caliscelidae	0
Dinidoridae	0
Asterolecaniidae	0
Derbidae	0
Cixiidae	0
Coreidae	3842
Saldidae	83
Cymidae	874
Aleyrodidae	0
Dictyopharidae	0
Achilidae	0
Flatidae	0
Aradidae	1157
Corixidae	3628
Naucoridae	806
Aphalaridae	0
Triozidae	0
Psyllidae	0
Liviidae	0
Belostomatidae	691
Tessaratomidae	0
Coccidae	0
Alydidae	1053
Nabidae	0
Pseudococcidae	0
Thyreocoridae	0
Macroveliidae	212
Mesoveliidae	358
Anthocoridae	0
Ceratocombidae	17
Lasiochilidae	0
Tropiduchidae	0
Nogodinidae	0
Fulgoridae	0
Berytidae	1001
Chalcididae	0
Rhopalidae	1970
Largidae	214
Dipsocoridae	1
Gelastocoridae	1486
Artheneidae	17
Pyrrhocoridae	0
Scutelleridae	372
Ochteridae	140
Plataspididae	0
Gerridae	289
Acanaloniidae	0
Trichogrammatidae	0
Issidae	0
Eriococcidae	0
Veliidae	4610
Nepidae	296
Cercopidae	0
Aclerdidae	0
Piesmatidae	100
Cerococcidae	0
Conchaspididae	0
Dactylopiidae	0
Kermesidae	0
Hebridae	299
Halimococcidae	0
Kerriidae	0
