Global Total for TTD-TCN Project Between '2013-04-01' and '2014-03-31': 308312Total Specimen Counts for each TTD-TCN Institution:
AMNH_IZC	34518
AMNH_ENT	20884
AMNH_PBI	4
UCR_ENT	10393
UCRC_ENT	8671
UDCC_NRI	3
UNSW_ENT	0
NCSUNCSU	22004
UDCC_TCN	21454
UKYL_TCN	10620
CUIC_TCN	11428
CSUC_TCN	5
CMNH_TCN	5480
MEMU_ENT	13262
BPBM_TCN	12993
CSCA_TCN	6860
UMAM_ENT	2130
OSACOSAC	92268
EMECEMEC	17575
KUNHMENT	130
CASC_ENT	5759
NCSU_ENT	9634
DPI_FSCA	1491
OMNH_RIV	0
PNG_ENT	0
ANSP_ENT	0
Specimen Counts by Insect Family for each TTD-TCN Institution:
AMNH_IZC
Alydidae	0
Pentatomidae	461
Cicadidae	8445
Pachygronthidae	0
Braconidae	0
Aphididae	0
Miridae	20278
Membracidae	194
Berytidae	0
Cercopidae	0
Oxycarenidae	0
Rhyparochromidae	0
Scutelleridae	0
Encyrtidae	0
Derbidae	0
Liviidae	0
Aphalaridae	0
Rhopalidae	0
Aleyrodidae	0
Monophlebidae	0
Ortheziidae	0
Triozidae	0
Calophyidae	0
Psyllidae	0
Tingidae	2753
Cicadellidae	152
Delphacidae	0
Coreidae	0
Nabidae	0
Cimicidae	0
Phylloxeridae	0
Lygaeidae	0
Thyreocoridae	0
Geocoridae	0
Adelgidae	0
Acanthosomatidae	0
Diaspididae	0
Dictyopharidae	0
Achilidae	0
Flatidae	0
Cixiidae	0
Cymidae	0
Ninidae	0
Acanaloniidae	0
Heterogastridae	0
Blissidae	0
Artheneidae	0
Anthocoridae	0
Cydnidae	0
Lasiochilidae	0
Saldidae	2235
Issidae	0
Gerridae	0
Pleidae	0
Reduviidae	0
Coccidae	0
Piesmatidae	0
Lyctocoridae	0
Aradidae	0
Tropiduchidae	0
Fulgoridae	0
Veliidae	0
Pachynomidae	0
Hebridae	0
Caliscelidae	0
Hydrometridae	0
Aetalionidae	0
Mesoveliidae	0
Corixidae	0
Microphysidae	0
Pseudococcidae	0
Nogodinidae	0
Aphrophoridae	0
Clastopteridae	0
Notonectidae	0
Ceratocombidae	0
Asterolecaniidae	0
Hermatobatidae	0
Enicocephalidae	0
Dactylopiidae	0
Eriococcidae	0
Plataspididae	0
Conchaspididae	0
Pyrrhocoridae	0
Largidae	0
Putoidae	0
Kinnaridae	0
Kermesidae	0
Lecanodiaspididae	0
Margarodidae	0
Malcidae	0
Schizopteridae	0
AMNH_ENT
Alydidae	0
Pentatomidae	0
Cicadidae	2837
Pachygronthidae	0
Braconidae	0
Aphididae	0
Miridae	18018
Membracidae	27
Berytidae	0
Cercopidae	0
Oxycarenidae	0
Rhyparochromidae	0
Scutelleridae	0
Encyrtidae	0
Derbidae	0
Liviidae	0
Aphalaridae	0
Rhopalidae	0
Aleyrodidae	0
Monophlebidae	0
Ortheziidae	0
Triozidae	0
Calophyidae	0
Psyllidae	0
Tingidae	0
Cicadellidae	0
Delphacidae	0
Coreidae	0
Nabidae	0
Cimicidae	0
Phylloxeridae	0
Lygaeidae	0
Thyreocoridae	0
Geocoridae	0
Adelgidae	0
Acanthosomatidae	0
Diaspididae	0
Dictyopharidae	0
Achilidae	0
Flatidae	0
Cixiidae	0
Cymidae	0
Ninidae	0
Acanaloniidae	0
Heterogastridae	0
Blissidae	0
Artheneidae	0
Anthocoridae	0
Cydnidae	0
Lasiochilidae	0
Saldidae	0
Issidae	0
Gerridae	0
Pleidae	0
Reduviidae	0
Coccidae	0
Piesmatidae	0
Lyctocoridae	0
Aradidae	0
Tropiduchidae	0
Fulgoridae	0
Veliidae	0
Pachynomidae	2
Hebridae	0
Caliscelidae	0
Hydrometridae	0
Aetalionidae	0
Mesoveliidae	0
Corixidae	0
Microphysidae	0
Pseudococcidae	0
Nogodinidae	0
Aphrophoridae	0
Clastopteridae	0
Notonectidae	0
Ceratocombidae	0
Asterolecaniidae	0
Hermatobatidae	0
Enicocephalidae	0
Dactylopiidae	0
Eriococcidae	0
Plataspididae	0
Conchaspididae	0
Pyrrhocoridae	0
Largidae	0
Putoidae	0
Kinnaridae	0
Kermesidae	0
Lecanodiaspididae	0
Margarodidae	0
Malcidae	0
Schizopteridae	0
AMNH_PBI
Alydidae	0
Pentatomidae	0
Cicadidae	0
Pachygronthidae	0
Braconidae	0
Aphididae	0
Miridae	0
Membracidae	0
Berytidae	0
Cercopidae	0
Oxycarenidae	0
Rhyparochromidae	0
Scutelleridae	0
Encyrtidae	0
Derbidae	0
Liviidae	0
Aphalaridae	0
Rhopalidae	0
Aleyrodidae	0
Monophlebidae	0
Ortheziidae	0
Triozidae	0
Calophyidae	0
Psyllidae	0
Tingidae	0
Cicadellidae	0
Delphacidae	0
Coreidae	0
Nabidae	0
Cimicidae	0
Phylloxeridae	0
Lygaeidae	0
Thyreocoridae	0
Geocoridae	0
Adelgidae	0
Acanthosomatidae	0
Diaspididae	0
Dictyopharidae	0
Achilidae	0
Flatidae	0
Cixiidae	0
Cymidae	0
Ninidae	0
Acanaloniidae	0
Heterogastridae	0
Blissidae	0
Artheneidae	0
Anthocoridae	0
Cydnidae	0
Lasiochilidae	0
Saldidae	0
Issidae	0
Gerridae	0
Pleidae	0
Reduviidae	4
Coccidae	0
Piesmatidae	0
Lyctocoridae	0
Aradidae	0
Tropiduchidae	0
Fulgoridae	0
Veliidae	0
Pachynomidae	0
Hebridae	0
Caliscelidae	0
Hydrometridae	0
Aetalionidae	0
Mesoveliidae	0
Corixidae	0
Microphysidae	0
Pseudococcidae	0
Nogodinidae	0
Aphrophoridae	0
Clastopteridae	0
Notonectidae	0
Ceratocombidae	0
Asterolecaniidae	0
Hermatobatidae	0
Enicocephalidae	0
Dactylopiidae	0
Eriococcidae	0
Plataspididae	0
Conchaspididae	0
Pyrrhocoridae	0
Largidae	0
Putoidae	0
Kinnaridae	0
Kermesidae	0
Lecanodiaspididae	0
Margarodidae	0
Malcidae	0
Schizopteridae	0
UCR_ENT
Alydidae	0
Pentatomidae	2225
Cicadidae	0
Pachygronthidae	80
Braconidae	0
Aphididae	0
Miridae	92
Membracidae	0
Berytidae	0
Cercopidae	0
Oxycarenidae	23
Rhyparochromidae	735
Scutelleridae	0
Encyrtidae	0
Derbidae	0
Liviidae	0
Aphalaridae	0
Rhopalidae	936
Aleyrodidae	0
Monophlebidae	0
Ortheziidae	0
Triozidae	0
Calophyidae	0
Psyllidae	0
Tingidae	328
Cicadellidae	0
Delphacidae	0
Coreidae	403
Nabidae	0
Cimicidae	0
Phylloxeridae	0
Lygaeidae	2897
